,Assembly accession,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality,orfs,pfam,ko,cog,cazymes,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
1274,GCA_003385115.1,GCA_003385115.1_ASM338511v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.18,0.0,98.39,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium aquicola,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium aquicola,47,55,5124726,5123728,0.019,5,400562,6,299391,16,122983,17,118399,632649,632649,19,96.13,0.342,0.04522,Medium,4345,7211,1616,2732,210,37.1921749136939,62.876869965477546,4.8331415420023,ASM338511v1,,,,,,Scaffold,SPAdes v. 3.10.1,,PRJNA443920,SAMN08778575,,Flavobacterium aquicola DSM 100880,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,,,47.0,,DSM:100880,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/115/GCA_003385115.1_ASM338511v1,,GCF_003385115.1,QUNI01000000,,Flavobacterium aquicola strain DSM 100880,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,strain=DSM 100880,,,,,,,,,,,,,,,,,,,DOE Joint Genome Institute,1682742.0,,Flavobacterium aquicola,Flavobacterium aquicola,,,,identical,,,,,,2018-03-22T00:00:00.000,,,representative genome,4360.0,,assembly from type material,Major,,,SAMN08778575,,,2018/08/14,DOE Joint Genome Institute,148.0x,,Illumina HiSeq,Illumina,,,1682742.0,,,DSM 100880,,,MIGS.ba,MIGS.ba.5.0,DOE Joint Genome Institute,,,1682742.0,,,,,,type strain of Flavobacterium aquicola,Yes,,latest,QUNI00000000.1,,,False,Unclassified
1275,GCA_003385395.1,GCA_003385395.1_ASM338539v1_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Epilithonimonas;s__Epilithonimonas hispanicum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Epilithonimonas,Epilithonimonas hispanicum,149,149,3777625,3777625,0.0,16,89519,16,89519,55,14552,55,14552,165900,165900,27,70.033,0.3459,0.04657,High,3575,5517,1344,2175,92,37.59440559440559,60.839160839160854,2.5734265734265733,ASM338539v1,,,,,,Contig,SPAdes v. 3.10.0,,PRJNA478511,SAMN09519125,,MIGS Cultured Bacterial/Archaeal sample from Chryseobacterium hispanicum,,,,,Oct-2003,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,hugocj@ufs.ac.za,,149.0,,,subsurface,,,,,,,,water,,drinking water,,water,,,,,,,,Celia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/395/GCA_003385395.1_ASM338539v1,,GCF_003385395.1,QNUG01000000,,Chryseobacterium hispanicum strain KCTC 22104,,Full,WGS,,Spain: Sevilla,Sevilla,Spain,,,,,,,,,,,,,,,,,,,,,strain=KCTC 22104,,PMID: 16825634,,,Spain,,drinking water,Hugo,37.417256,,-5.360545,,,,,,,,University of the Free State,358687.0,,Chryseobacterium hispanicum,Chryseobacterium hispanicum,,env_biome:water,,identical,,,,,16825634,2018-06-29T00:00:00.000,Primary Publication,,representative genome,3597.0,aerobe,assembly from type material,Major,,,SAMN09519125,Chryseobacterium hispanicum KCTC 22104,,2018/08/14,University of the Free State,35.9x,,Illumina MiSeq,Illumina,,,358687.0,,,KCTC 22104,,,MIGS.ba,MIGS.ba.water.5.0,University of the Free State,,,358687.0,,,,,,type strain of Chryseobacterium hispanicum,,,latest,QNUG00000000.1,,Non_marine,False,Non_marine
1276,GCA_003385415.1,GCA_003385415.1_ASM338541v1_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium piscium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium piscium,158,158,4319169,4319169,0.0,27,50695,27,50695,85,16295,85,16295,196628,196628,28,52.225,0.33563000000000004,0.03072,High,3953,5875,1336,2274,85,33.79711611434353,57.52592967366557,2.1502656210473057,ASM338541v1,,,,,,Contig,SPAdes v. 3.10.0,,PRJNA478516,SAMN09519150,,MIGS Cultured Bacterial/Archaeal sample from Chryseobacterium piscium,,,,,1996,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,hugocj@ufs.ac.za,,158.0,,CCUG 51923,,,,,,,,,Fish,,South Atlantic ocean,,Fish,,,,,,,,Celia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/415/GCA_003385415.1_ASM338541v1,,GCF_003385415.1,QNVS01000000,,Chryseobacterium piscium strain CCUG 51923,,Full,WGS,,South Africa: South Atlantic ocean,South Atlantic ocean,South Africa,,,Merluccius capensis,,,,,,Merluccius capensis,,,,,,,,,,,,strain=CCUG 51923,,PMID: 16738109,,,South Africa,,,Hugo,-33.805747,,17.830238,,,,,,,,University of the Free State,333702.0,,Chryseobacterium piscium,Chryseobacterium piscium,,env_biome:Fish,,identical,,,,,16738109,2018-06-29T00:00:00.000,Primary Publication,,representative genome,3959.0,,assembly from type material,Major,,,SAMN09519150,Chryseobacterium piscium CCUG 51923,,2018/08/14,University of the Free State,29.5x,,Illumina MiSeq,Illumina,,,333702.0,,,CCUG 51923,,,MIGS.ba,MIGS.ba.host-associated.5.0,University of the Free State,,,333702.0,,,,,,type strain of Chryseobacterium piscium,,,latest,QNVS00000000.1,,Marine,False,Marine
1277,GCA_003385455.1,GCA_003385455.1_ASM338545v1_genomic,o__Flavobacteriales (UID2815),100.0,0.25,0.0,98.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium rhizosphaerae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium rhizosphaerae,98,98,5267290,5267290,0.0,11,148123,11,148123,36,45008,36,45008,363292,363292,33,87.72399999999998,0.36286,0.03302,High,4626,7280,1623,2811,104,35.084306095979244,60.765239948119316,2.248162559446606,ASM338545v1,,,,,,Contig,SPAdes v. 3.10.0,,PRJNA478510,SAMN09519126,,MIGS Cultured Bacterial/Archaeal sample from Chryseobacterium rhizosphaerae,,,,,2005-08,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,hugocj@ufs.ac.za,,98.0,,,,,,,,,,,dune,,coastal dune,,sand,,,,,,,,Celia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/455/GCA_003385455.1_ASM338545v1,,GCF_003385455.1,QNUF01000000,,Chryseobacterium rhizosphaerae strain KCTC 22548,,Full,WGS,,South Korea: Chungnam Province,Chungnam Province,South Korea,,,Leymus mollis,,,,,,Leymus mollis,,,,,,,,,,,,strain=KCTC 22548,,PMID 20185262,,,South Korea,,rhizosphere of wild rye growing in a coastal sand dune area,Hugo,36.695,,126.22,,,,,,,,University of the Free State,395937.0,,Chryseobacterium rhizosphaerae,Chryseobacterium rhizosphaerae,,env_biome:dune,,identical,,,,,20185262,2018-06-29T00:00:00.000,Primary publication,,,4624.0,aerobe,assembly from type material,Major,,,SAMN09519126,Chryseobacterium rhizosphaerae KCTC 22548,,2018/08/14,University of the Free State,22.0x,,Illumina MiSeq,Illumina,,,395937.0,,,KCTC 22548,,,MIGS.ba,MIGS.ba.5.0,University of the Free State,,,395937.0,,,,,,type strain of Chryseobacterium rhizosphaerae,,,latest,QNUF00000000.1,,Non_marine,False,Non_marine
1278,GCA_003385495.1,GCA_003385495.1_ASM338549v1_genomic,o__Flavobacteriales (UID2815),100.0,0.25,0.0,98.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium elymi,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium elymi,80,80,4591259,4591259,0.0,7,249303,7,249303,24,51139,24,51139,537607,537607,24,90.219,0.37056,0.02815,Medium,4096,6460,1501,2482,109,36.6455078125,60.595703125,2.6611328125,ASM338549v1,,,,,,Contig,SPAdes v. 3.10.0,,PRJNA478513,SAMN09519129,,MIGS Cultured Bacterial/Archaeal sample from Chryseobacterium elymi,,,,,2005-08,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,hugocj@ufs.ac.za,,80.0,,,,,,,,,,,coastal dune,,coastal,,Wild rye,,,,,,,,Celia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/495/GCA_003385495.1_ASM338549v1,,GCF_003385495.1,QNUH01000000,,Chryseobacterium elymi strain KCTC 22547,,Full,WGS,,South Korea: Chungnam Province,Chungnam Province,South Korea,,,Leymus mollis,,,,,,Leymus mollis,,,,,,,,,,,,strain=KCTC 22547,,PMID: 20185262,,,South Korea,,rhizosphere of wild rye growing in a coastal sand dune area,Hugo,37.00069,,126.54639,,,,,,,,University of the Free State,395936.0,,Chryseobacterium elymi,Chryseobacterium elymi,,env_biome:coastal dune,,identical,,,,,20185262,2018-06-29T00:00:00.000,Primary publication,,representative genome,4116.0,,assembly from type material,Major,,,SAMN09519129,Chryseobacterium elymi KCTC 22547,,2018/08/14,University of the Free State,33.7x,,Illumina MiSeq,Illumina,,,395936.0,,,KCTC 22547,,,MIGS.ba,MIGS.ba.5.0,University of the Free State,,,395936.0,,,,,,type strain of Chryseobacterium elymi,,,latest,QNUH00000000.1,,Non_marine,False,Non_marine
1279,GCA_003385515.1,GCA_003385515.1_ASM338551v1_genomic,o__Flavobacteriales (UID2815),100.0,1.51,0.0,92.45,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp003385515,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp003385515,88,88,6187872,6187872,0.0,12,162953,12,162953,36,55140,36,55140,553769,553769,38,92.418,0.35636,0.03167,High,5588,7899,1700,2981,92,30.42233357193987,53.34645669291339,1.6463851109520402,ASM338551v1,,,,,,Contig,SPAdes v. 3.10.0,,PRJNA478523,SAMN09519169,,MIGS Cultured Bacterial/Archaeal sample from Chryseobacterium sp. 1_F178,,,,,2011,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,hugocj@ufs.ac.za,,88.0,,,,,,,,,,,Poultry litter,,Abattoir,,Feather waste,,,,,,,,Celia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/515/GCA_003385515.1_ASM338551v1,,GCF_003385515.1,QNVT01000000,,Chryseobacterium sp. 1_F178,,Full,WGS,,South Africa: Bloemfontein,Bloemfontein,South Africa,,,Gallus gallus,,,,,,"Chicken, Gallus gallus",,,,,,,,,,,,strain=1_F178,,"NB no 2, 25 degrees",,,South Africa,,feather waste from poultry processing plant,Hugo,-29.049509,,26.140237,,,,,,,,University of the Free State,2258962.0,,Chryseobacterium sp. 1_F178,Chryseobacterium sp. 1_F178,,env_biome:Poultry litter,,identical,,,,,,2018-06-29T00:00:00.000,Primary publication,,,5569.0,aerobe,,Major,,,SAMN09519169,Chryseobacterium sp. F178,,2018/08/14,University of the Free State,25.0x,,Illumina MiSeq,Illumina,,,2258962.0,,,1_F178,,,MIGS.ba,MIGS.ba.host-associated.5.0,University of the Free State,,,2258962.0,,,,,,,,,latest,QNVT00000000.1,,Non_marine,False,Non_marine
1280,GCA_003385535.1,GCA_003385535.1_ASM338553v1_genomic,o__Flavobacteriales (UID2815),100.0,0.49,0.0,97.55,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium mucoviscidosis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium mucoviscidosis,115,115,4408720,4408720,0.0,18,79187,18,79187,57,21974,57,21974,204006,204006,31,69.967,0.35966,0.02953,High,4041,5997,1306,2262,79,32.318732986884434,55.976243504083136,1.9549616431576344,ASM338553v1,,,,,,Contig,SPAdes v. 3.10.0,,PRJNA478528,SAMN09519215,,MIGS Cultured Bacterial/Archaeal sample from Candidatus Chryseobacterium massiliae,,,,,2002,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,hugocj@ufs.ac.za,,115.0,,CCUG 51329,,,,,,,,,human,,nasal cavity,,swab,,,,,,,,Celia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/535/GCA_003385535.1_ASM338553v1,,GCF_003385535.1,QNVU01000000,,Candidatus Chryseobacterium massiliae strain CCUG 51329,,Full,WGS,,France: Marseille,Marseille,France,,,Homo sapiens,,,,,,"Human, Homo sapiens",,,,,,,,,,,,strain=CCUG 51329,,15109415,,,France,,nasal swab,Hugo,43.379158,,5.363002,,,,,,,,University of the Free State,204089.0,,Candidatus Chryseobacterium massiliae,Candidatus Chryseobacterium massiliae,,env_biome:human,,identical,,,,,15109415,2018-06-29T00:00:00.000,15109415,,,4061.0,,,Major,,,SAMN09519215,Chryseobacterium massiliae CCUG 51329,,2018/08/14,University of the Free State,28.6x,,Illumina MiSeq,Illumina,,,204089.0,,,CCUG 51329,,,MIGS.ba,MIGS.ba.5.0,University of the Free State,,,204089.0,,,,,,,,,latest,QNVU00000000.1,,Non_marine,False,Non_marine
1281,GCA_003385595.1,GCA_003385595.1_ASM338559v1_genomic,o__Flavobacteriales (UID2815),100.0,0.49,0.0,97.55,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium flavum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium flavum,40,40,4470829,4470829,0.0,6,310754,6,310754,22,54892,22,54892,475634,475634,24,93.062,0.36658,0.03169,Medium,4089,6446,1489,2519,104,36.41477133773539,61.604304230863285,2.5434091464905846,ASM338559v1,,,,,,Contig,SPAdes v. 3.10.0,,PRJNA478512,SAMN09519128,,MIGS Cultured Bacterial/Archaeal sample from Chryseobacterium flavum,,,,,2007,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,hugocj@ufs.ac.za,,40.0,,,,,,,,,,,soil,,suburb,,soil,,,,,,,,Celia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/595/GCA_003385595.1_ASM338559v1,,GCF_003385595.1,QNUE01000000,,Chryseobacterium flavum strain KCTC 12877,,Full,WGS,,"China: Nanjing City, Jiangsu Province","Nanjing City, Jiangsu Province",China,,,,,,,,,,,,,,,,,,,,,strain=KCTC 12877,,PMID: 17684253,,,China,,polluted soil,Hugo,32.109686,,118.796153,,,,,,,,University of the Free State,415851.0,,Chryseobacterium flavum,Chryseobacterium flavum,,env_biome:soil,,identical,,,,,17684253,2018-06-29T00:00:00.000,Primary publication,,representative genome,4051.0,,assembly from type material,Major,,,SAMN09519128,Chryseobacterium flavum KCTC 12877,,2018/08/14,University of the Free State,29.3x,,Illumina MiSeq,Illumina,,,415851.0,,,KCTC 12877,,,MIGS.ba,MIGS.ba.5.0,University of the Free State,,,415851.0,,,,,,type strain of Chryseobacterium flavum,,,latest,QNUE00000000.1,,Non_marine,False,Non_marine
1282,GCA_003385855.1,GCA_003385855.1_ASM338585v1_genomic,s__algicola (UID2846),99.34,0.33,0.0,97.69,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp003385855,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda sp003385855,7,12,3747582,3747098,0.013,2,1173492,2,637984,3,734243,5,312525,1737349,1729950,4,99.568,0.43807,0.06072,Medium,3450,5924,1330,2216,92,38.55072463768117,64.23188405797102,2.666666666666667,ASM338585v1,,,,,,Scaffold,SPAdes v. 3.10.1,,PRJNA441692,SAMN08776694,,Muricauda sp. ARW7G5W,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/855/GCA_003385855.1_ASM338585v1,,GCF_003385855.1,QRDN01000000,,Muricauda sp. ARW7G5W,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,strain=ARW7G5W,,,,,,,,,,,,,,,,,,,DOE Joint Genome Institute,2135618.0,,Muricauda sp. ARW7G5W,Muricauda sp. ARW7G5W,,,,identical,,,,,,2018-03-22T00:00:00.000,,,,3452.0,,,Major,,,SAMN08776694,,,2018/08/14,DOE Joint Genome Institute,400.0x,,Illumina HiSeq,Illumina,,,2135618.0,,,ARW7G5W,,,MIGS.ba,MIGS.ba.5.0,DOE Joint Genome Institute,,,2135618.0,,,,,,,,,latest,QRDN00000000.1,,,False,Unclassified
1283,GCA_003385895.1,GCA_003385895.1_ASM338589v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.23,0.0,98.5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium cutihirudinis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium cutihirudinis,15,16,4903770,4903255,0.011,2,1267602,3,775249,6,316546,7,316546,1329119,1329119,8,99.689,0.33898,0.07237,Medium,4084,7237,1655,2730,192,40.52399608227229,66.8462291870715,4.701273261508326,ASM338589v1,,,,,,Scaffold,SPAdes v. 3.6.2,,PRJNA335219,SAMN05444268,MIGS.ba,Flavobacterium cutihirudinis DSM 25795,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,,,15.0,,DSM:25795,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/895/GCA_003385895.1_ASM338589v1,,GCF_003385895.1,QRDQ01000000,,Flavobacterium cutihirudinis strain DSM 25795,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,strain=DSM 25795,,,,,,,,,,,,,,,,,,,DOE Joint Genome Institute,1265740.0,,Flavobacterium cutihirudinis,Flavobacterium cutihirudinis,,,,identical,,,,,,2016-07-26T00:00:00.000,,,representative genome,4089.0,,assembly from type material,Major,,,SAMN05444268,,,2018/08/14,DOE Joint Genome Institute,171.0x,,Illumina HiSeq,Illumina,,,1265740.0,,,DSM 25795,,,MIGS.ba,MIGS.ba.5.0,DOE Joint Genome Institute,,,1265740.0,,,,,,type strain of Flavobacterium cutihirudinis,Yes,,latest,QRDQ00000000.1,,,False,Unclassified
1284,GCA_003386165.1,GCA_003386165.1_ASM338616v1_genomic,s__algicola (UID2846),99.67,1.17,0.0,93.82,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella eximia,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella eximia,27,37,4242526,4241321,0.028,3,362212,5,303843,9,200999,15,97686,1370662,613986,11,98.245,0.32363000000000003,0.03324,Medium,3679,6310,1470,2329,111,39.956509921174224,63.30524599075837,3.0171242185376466,ASM338616v1,,,,,,Scaffold,SPAdes v. 3.10.1,,PRJNA463315,SAMN09075500,,Winogradskyella eximia CECT 7946,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/386/165/GCA_003386165.1_ASM338616v1,,GCF_003386165.1,QRDV01000000,,Winogradskyella eximia strain CECT 7946,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,strain=CECT 7946,,,,,,,,,,,,,,,,,,,DOE Joint Genome Institute,262006.0,,Winogradskyella eximia,Winogradskyella eximia,,,,identical,,,,,,2018-05-04T00:00:00.000,,,representative genome,3675.0,,,Major,,,SAMN09075500,,,2018/08/14,DOE Joint Genome Institute,256.0x,,Illumina HiSeq,Illumina,,,262006.0,,,CECT 7946,,,MIGS.ba,MIGS.ba.5.0,DOE Joint Genome Institute,,,262006.0,,,,,,,Yes,,latest,QRDV00000000.1,,,False,Unclassified
1285,GCA_003386195.1,GCA_003386195.1_ASM338619v1_genomic,s__algicola (UID2846),99.01,0.92,0.0,94.41,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola aphaedonensis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,Seonamhaeicola aphaedonensis,41,54,3508581,3507040,0.044,4,363669,4,326924,8,162740,11,103242,864023,864023,10,97.168,0.33722,0.0321,Medium,2972,5482,1260,1982,136,42.395693135935396,66.68909825033647,4.5760430686406455,ASM338619v1,,,,,,Scaffold,SPAdes v. 3.10.1,,PRJNA463307,SAMN09074747,,Seonamhaeicola aphaedonensis CECT 8487,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/386/195/GCA_003386195.1_ASM338619v1,,GCF_003386195.1,QRDX01000000,,Seonamhaeicola aphaedonensis strain CECT 8487,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,strain=CECT 8487,,,,,,,,,,,,,,,,,,,DOE Joint Genome Institute,1461338.0,,Seonamhaeicola aphaedonensis,Seonamhaeicola aphaedonensis,,,,identical,,,,,,2018-05-04T00:00:00.000,,,representative genome,2967.0,,assembly from type material,Major,,,SAMN09074747,,,2018/08/14,DOE Joint Genome Institute,427.0x,,Illumina HiSeq,Illumina,,,1461338.0,,,CECT 8487,,,MIGS.ba,MIGS.ba.5.0,DOE Joint Genome Institute,,,1461338.0,,,,,,type strain of Seonamhaeicola aphaedonensis,Yes,,latest,QRDX00000000.1,,,False,Unclassified
1286,GCA_003386275.1,GCA_003386275.1_ASM338627v1_genomic,s__algicola (UID2846),99.67,1.06,0.0,94.37,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella pacifica,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella pacifica,49,57,4285759,4284848,0.021,3,557238,4,373642,9,214213,11,111315,978777,978777,11,97.186,0.33326,0.03344,Medium,3723,6203,1421,2299,112,38.168143969916734,61.751275852806884,3.00832661831856,ASM338627v1,,,,,,Scaffold,SPAdes v. 3.10.1,,PRJNA463314,SAMN09074797,,Winogradskyella pacifica CECT 7948,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2018-08-14T00:00:00Z,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/386/275/GCA_003386275.1_ASM338627v1,,GCF_003386275.1,QREI01000000,,Winogradskyella pacifica strain CECT 7948,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,strain=CECT 7948,,,,,,,,,,,,,,,,,,,DOE Joint Genome Institute,664642.0,,Winogradskyella pacifica,Winogradskyella pacifica,,,,identical,,,,,,2018-05-04T00:00:00.000,,,,3732.0,,,Major,,,SAMN09074797,,,2018/08/14,DOE Joint Genome Institute,322.0x,,Illumina HiSeq,Illumina,,,664642.0,,,CECT 7948,,,MIGS.ba,MIGS.ba.5.0,DOE Joint Genome Institute,,,664642.0,,,,,,,Yes,,latest,QREI00000000.1,,,False,Unclassified
