Assembly accession,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
GCA_003968825.1,ASM396882v1,,,,,,Scaffold,SPAdes v. 3.11,,PRJNA510505,SAMN10606307,,Microbe sample from Flavobacterium sp. LS1R10,,,,Yu-Hua Xin,Oct-2016,Flavobacterium sp. CGMCC 1.11580,2018-12-24T00:00:00Z,liuqing391@163.com,,13.0,,CGMCC:1.11580,,,,,,,,,,,,,,,,,,,,,Qing,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/968/825/GCA_003968825.1_ASM396882v1,,GCF_003968825.1,RYDH01000000,,Flavobacterium sp. LS1R10,,Full,WGS,,China,,China,,,,,,,,,,,,,,,,,,,,,strain=LS1R10,,,,,China,,glacier,Liu,29.3087826,,96.8186951,,,,,,,,"Institute of Microbiology, Chinese Academy of Sciences",2497482.0,,Flavobacterium sp. LS1R10,Flavobacterium sp. LS1R10,,,,identical,,,,,,2018-12-18T00:00:00.000,,,,2783.0,,,Major,,,SAMN10606307,Flavobacterium sp. CGMCC 1.11580,culture,2018/12/24,"Institute of Microbiology, Chinese Academy of Sciences",250.0x,,Illumina HiSeq,Illumina,,,2497482.0,,,LS1R10,,,"Microbe, viral or environmental",Microbe.1.0,"Institute of Microbiology, Chinese Academy of Sciences",,,2497482.0,,,,,,,,,latest,RYDH00000000.1,,Non_marine,False,Non_marine
GCA_003970305.1,ASM397030v1,,,,,,Scaffold,SPAdes v. 3.11,,PRJNA510504,SAMN10606306,,Microbe sample from Flavobacterium sp. LB2P53,,,,Yu-Hua Xin,Oct-2016,Flavobacterium sp. CGMCC 1.11357,2018-12-24T00:00:00Z,liuqing391@163.com,,24.0,,CGMCC:1.11357,,,,,,,,,,,,,,,,,,,,,Qing,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/970/305/GCA_003970305.1_ASM397030v1,,GCF_003970305.1,RYDG01000000,,Flavobacterium sp. LB2P53,,Full,WGS,,China,,China,,,,,,,,,,,,,,,,,,,,,strain=LB2P53,,,,,China,,glacier,Liu,29.3087826,,96.8186951,,,,,,,,"Institute of Microbiology, Chinese Academy of Sciences",2497481.0,,Flavobacterium sp. LB2P53,Flavobacterium sp. LB2P53,,,,identical,,,,,,2018-12-18T00:00:00.000,,,,2921.0,,,Major,,,SAMN10606306,Flavobacterium sp. CGMCC 1.11357,culture,2018/12/24,"Institute of Microbiology, Chinese Academy of Sciences",250.0x,,Illumina HiSeq,Illumina,,,2497481.0,,,LB2P53,,,"Microbe, viral or environmental",Microbe.1.0,"Institute of Microbiology, Chinese Academy of Sciences",,,2497481.0,,,,,,,,,latest,RYDG00000000.1,,Non_marine,False,Non_marine
GCA_003970335.1,ASM397033v1,,,,,,Contig,SPAdes v. 3.11,,PRJNA510507,SAMN10606317,,Microbe sample from Flavobacterium sp. LS1P28,,,,Yu-Hua Xin,Oct-2016,Flavobacterium sp. CGMCC 1.11664,2018-12-24T00:00:00Z,liuqing391@163.com,,41.0,,CGMCC:1.11664,,,,,,,,,,,,,,,,,,,,,Qing,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/970/335/GCA_003970335.1_ASM397033v1,,GCF_003970335.1,RYDI01000000,,Flavobacterium sp. LS1P28,,Full,WGS,,China,,China,,,,,,,,,,,,,,,,,,,,,strain=LS1P28,,,,,China,,glacier,Liu,29.2615929,,96.9359436,,,,,,,,"Institute of Microbiology, Chinese Academy of Sciences",2497752.0,,Flavobacterium sp. LS1P28,Flavobacterium sp. LS1P28,,,,identical,,,,,,2018-12-18T00:00:00.000,,,,3053.0,,,Major,,,SAMN10606317,Flavobacterium sp. CGMCC 1.11664,culture,2018/12/24,"Institute of Microbiology, Chinese Academy of Sciences",250.0x,,Illumina HiSeq,Illumina,,,2497752.0,,,LS1P28,,,"Microbe, viral or environmental",Microbe.1.0,"Institute of Microbiology, Chinese Academy of Sciences",,,2497752.0,,,,,,,,,latest,RYDI00000000.1,,Non_marine,False,Non_marine
GCA_003970375.1,ASM397037v1,,,,,,Scaffold,SPAdes v. 3.11,,PRJNA510510,SAMN10606568,,Microbe sample from Flavobacterium sp. ZB4P23,,,,Yu-Hua Xin,Oct-2016,Flavobacterium sp. CGMCC 1.24058,2018-12-24T00:00:00Z,liuqing391@163.com,,14.0,,CGMCC:1.24058,,,,,,,,,,,,,,,,,,,,,Qing,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/970/375/GCA_003970375.1_ASM397037v1,,GCF_003970375.1,RYDK01000000,,Flavobacterium sp. ZB4P23,,Full,WGS,,China,,China,,,,,,,,,,,,,,,,,,,,,strain=ZB4P23,,,,,China,,glacier,Liu,30.276556,,95.2508392,,,,,,,,"Institute of Microbiology, Chinese Academy of Sciences",2497484.0,,Flavobacterium sp. ZB4P23,Flavobacterium sp. ZB4P23,,,,identical,,,,,,2018-12-18T00:00:00.000,,,,2829.0,,,Major,,,SAMN10606568,Flavobacterium sp. CGMCC 1.24058,culture,2018/12/24,"Institute of Microbiology, Chinese Academy of Sciences",250.0x,,Illumina HiSeq,Illumina,,,2497484.0,,,ZB4P23,,,"Microbe, viral or environmental",Microbe.1.0,"Institute of Microbiology, Chinese Academy of Sciences",,,2497484.0,,,,,,,,,latest,RYDK00000000.1,,Non_marine,False,Non_marine
GCA_003970395.1,ASM397039v1,,,,,,Scaffold,SPAdes v. 3.11,,PRJNA510517,SAMN10606666,,Microbe sample from Flavobacterium sp. GSP27,,,,Yu-Hua Xin,Oct-2016,Flavobacterium sp. CGMCC 1.24647,2018-12-24T00:00:00Z,liuqing391@163.com,,30.0,,CGMCC:1.24647,,,,,,,,,,,,,,,,,,,,,Qing,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/970/395/GCA_003970395.1_ASM397039v1,,GCF_003970395.1,RYDP01000000,,Flavobacterium sp. GSP27,,Full,WGS,,China,,China,,,,,,,,,,,,,,,,,,,,,strain=GSP27,,,,,China,,glacier,Liu,29.7659264,,95.71035,,,,,,,,"Institute of Microbiology, Chinese Academy of Sciences",2497489.0,,Flavobacterium sp. GSP27,Flavobacterium sp. GSP27,,,,identical,,,,,,2018-12-18T00:00:00.000,,,,2812.0,,,Major,,,SAMN10606666,Flavobacterium sp. CGMCC 1.24647,culture,2018/12/24,"Institute of Microbiology, Chinese Academy of Sciences",250.0x,,Illumina HiSeq,Illumina,,,2497489.0,,,GSP27,,,"Microbe, viral or environmental",Microbe.1.0,"Institute of Microbiology, Chinese Academy of Sciences",,,2497489.0,,,,,,,,,latest,RYDP00000000.1,,Non_marine,False,Non_marine
GCA_003970695.1,ASM397069v1,,,,,,Complete Genome,HGAP v. OCT-2018,,PRJNA509979,SAMN10591546,,Microbe sample from Maribacter sp. MJ134,,,,,2018-04-25,Complete genome of Maribacter sp. MJ134,2018-12-25T00:00:00Z,jjung@mabik.re.kr,,1.0,,KCTC:62827,,,,,,,,,,,,,,,,,,,,,Jaejoon,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/970/695/GCA_003970695.1_ASM397069v1,,GCF_003970695.1,CP034570,,Maribacter sp. MJ134,,Full,Complete,,South Korea: Pohang,Pohang,South Korea,,,,,,,,,,,,,,,,,,,,,strain=MJ134,,,,,South Korea,,seawater,Jung,,,,,,,,,,,National Marine Biodiversity Institute of Korea,2496865.0,,Maribacter sp. MJ134,Maribacter sp. MJ134,,,,identical,,,,,,2018-12-13T00:00:00.000,,,,3425.0,,,Major,,,SAMN10591546,MJ134,cell culture,2018/12/25,National Marine Biodiversity Institute of Korea,260.03x,,PacBio RSII,PacBio,,,2496865.0,,,MJ134,,,"Microbe, viral or environmental",Microbe.1.0,National Marine Biodiversity Institute of Korea,,,2496865.0,,,,,,,,,latest,,,,False,Marine
GCA_003971175.1,ASM397117v1,,,,,,Chromosome,FALCON-Unzip v. Aug-2018,Mara Lawniczak,PRJNA508774,SAMN10589623,,Elizabethkingia anophelis microbe sampled from Anopheles coluzzii,,,,,2006,"In the course of generating a de novo genome assembly from a single female of the mosquito Anopheles coluzzii, we identified an assembly contig originating from the bacteria Elizabethkingia anophelis.",2018-12-26T00:00:00Z,skingan@pacificbiosciences.com,,1.0,,,,,,,,,,,,,,,,,,yes,,derived from metagenome,,,Sarah,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/971/175/GCA_003971175.1_ASM397117v1,,,CP034594,,Elizabethkingia anophelis strain Ngousso,,Full,Complete,,Cameroon,,Cameroon,,,Anopheles coluzzii,,,,,,Anopheles coluzzii,,,,,,,,,,,,,,,Ngousso,,Cameroon,,,Kingan,,,,,,,symbioint metagenome,,,,Pacific Biosciences,1117645.0,,Elizabethkingia anophelis,Elizabethkingia anophelis,,,,,,,,,,2018-12-13T00:00:00.000,,,,,,,Major,,,SAMN10589623,Elizabethkingia anophelis Ngousso strain,whole organism,2018/12/26,Pacific Biosciences,300.0x,,PacBio Sequel,PacBio,,,1117645.0,,,Ngousso,,,"Microbe, viral or environmental",Microbe.1.0,Pacific Biosciences,,,1117645.0,,,,,,,,,latest,,,,True,Non_marine
GCA_003971235.1,ASM397123v1,,,,,,Chromosome,HGAP v. 2.0,,PRJNA510459,SAMN10605323,,Microbe sample from Chryseobacterium sp. 17S1E7,,,,,2017-05,"to describe novel species of Chryseobacterium obtained from Han River, Republic of Korea.",2018-12-26T00:00:00Z,akdma157@gmail.com,,1.0,,,,,,,,,,,,,,,,,,,,,,,Ju-Eun,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/971/235/GCA_003971235.1_ASM397123v1,,GCF_003971235.1,CP034661,,Chryseobacterium sp. 17S1E7,,Full,Complete,,"South Korea: Gyeonggi-do, Jeongseon","Gyeonggi-do, Jeongseon",South Korea,,,,,,,,,,,,,,,,,,,,,strain=17S1E7,,,,,South Korea,,fresh water,Lee,,,,,,,,,,,Chung-Ang University,2497456.0,,Chryseobacterium sp. 17S1E7,Chryseobacterium aureum,,,,identical,,,,,,2018-12-19T07:50:05.060,,,representative genome,,,,Major,,,SAMN10605323,17S1E7,cell culture,2018/12/26,Chung-Ang University,243.35x,,PacBio RS,PacBio,,,2497456.0,,,17S1E7,,,"Microbe, viral or environmental",Microbe.1.0,Chung-Ang University,,,2497456.0,,,,,,,,,latest,,,,False,Non_marine
GCA_003973375.1,ASM397337v1,,,,,,Contig,IDBA-UD v. 1.1,,PRJNA454888,SAMN09407840,,,,,,,06-Dec-2016,Microbial communities in venting fluids from newly discovered hydrothermal vents along the Mariana back-arc spreading center,2018-12-27T00:00:00Z,,,315.0,,,,,,,,,,,,,,,,,,,,derived from metagenome,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/973/375/GCA_003973375.1_ASM397337v1,,,QNYL01000000,,Flavobacteriia bacterium strain MAG 22,,Full,WGS,,Pacific Ocean: Mariana Back-Arc Basin vent fields,Mariana Back-Arc Basin vent fields,Pacific Ocean,,,,,,,,,,,,,,,,,,,,,,,,MAG 22,,Pacific Ocean,,hydrothermal vent,,,,,,,,,,,,,2044941.0,,,Flavobacteriia bacterium,,,,,,,,,,,,,,1948.0,,,Major,,,,,metagenomic assembly,2018/12/27,WHOI,1x,,Illumina MiSeq,Illumina,,,2044941.0,,,MAG 22,,,,,WHOI,,,2044941.0,,,,,,,,,latest,QNYL00000000.1,,,True,Marine
GCA_003973595.1,ASM397359v1,,,,,,Contig,IDBA-UD v. 1.1,,PRJNA454888,SAMN09407841,,,,,,,11-Dec-2016,Microbial communities in venting fluids from newly discovered hydrothermal vents along the Mariana back-arc spreading center,2018-12-27T00:00:00Z,,,593.0,,,,,,,,,,,,,,,,,,,,derived from metagenome,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/973/595/GCA_003973595.1_ASM397359v1,,,QNYM01000000,,Flavobacteriia bacterium strain MAG 92,,Full,WGS,,Pacific Ocean: Mariana Back-Arc Basin vent fields,Mariana Back-Arc Basin vent fields,Pacific Ocean,,,,,,,,,,,,,,,,,,,,,,,,MAG 92,,Pacific Ocean,,hydrothermal vent,,,,,,,,,,,,,2044941.0,,,Flavobacteriia bacterium,,,,,,,,,,,,,,3608.0,,,Major,,,,,metagenomic assembly,2018/12/27,WHOI,1x,,Illumina MiSeq,Illumina,,,2044941.0,,,MAG 92,,,,,WHOI,,,2044941.0,,,,,,,,,latest,QNYM00000000.1,,,True,Marine
GCA_003984665.1,ASM398466v1,,,,,,Contig,Velvet v. 1.2.10,,PRJNA507881,SAMN10511191,,Microbe sample from Chryseobacterium sp.,,,,,05-Jul-2017,The draft gemome of Chryseobacterium sp. XH07,2018-12-15T00:00:00Z,13295352723@163.com,,38.0,,,,,,,,,,,,,,,,,,,,,,,Chong,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/984/665/GCA_003984665.1_ASM398466v1,,GCF_003984665.1,RWJG01000000,,Chryseobacterium sp. XH07,,Full,WGS,,"China: Xi hu lake, Yunnan province","Xi hu lake, Yunnan province",China,,,,,,,,,,,,,,,,,,,,,strain=XH07,,,,,China,,fresh water,Wang,,,,,,,,,,,Shandong University,2493692.0,,Chryseobacterium lacus,Chryseobacterium lacus,,,,identical,,,,,,2018-12-02T00:00:00.000,,,,2224.0,,,Major,,,SAMN10511191,Chryseobacterium sp. XH07,fresh water,2018/12/15,Shandong University,150.0x,,Illumina HiSeq,Illumina,,,2058346.0,,,XH07,,,"Microbe, viral or environmental",Microbe.1.0,Shandong University,,,2058346.0,,,,,,,,,latest,RWJG00000000.1,,,False,Non_marine
GCA_003984675.1,ASM398467v1,,,,,,Contig,Velvet v. 1.2.10,,PRJNA507882,SAMN10511192,,Microbe sample from Chryseobacterium sp. YLOS41,,,,,05-Jul-2017,The dtaft gemone of Chryseobacterium sp. YLOS41,2018-12-15T00:00:00Z,13295352723@163.com,,32.0,,,,,,,,,,,,,,,,,,,,,,,Chong,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/984/675/GCA_003984675.1_ASM398467v1,,GCF_003984675.1,RWJH01000000,,Chryseobacterium sp. YLOS41,,Full,WGS,,"China: Yi long lake, Yunnan province","Yi long lake, Yunnan province",China,,,,,,,,,,,,,,,,,,,,,strain=YLOS41,,,,,China,,fresh water,Wang,,,,,,,,,,,Shandong University,2058346.0,,Chryseobacterium lacus,Chryseobacterium lacus,,,,identical,,,,,,2018-12-02T00:00:00.000,,,,2155.0,,assembly from type material,Major,,,SAMN10511192,Chryseobacterium sp. YLOS41,fresh water,2018/12/15,Shandong University,150.0x,,Illumina HiSeq,Illumina,,,2058346.0,,,YLOS41,,,"Microbe, viral or environmental",Microbe.1.0,Shandong University,,,2058346.0,,,,,,type strain of Chryseobacterium lacus Zhang et al. 2020,,,latest,RWJH00000000.1,,,False,Non_marine
GCA_003984825.1,ASM398482v1,,,,,,Scaffold,SPAdes v. 3.11,,PRJNA510513,SAMN10606626,,Microbe sample from Flavobacterium sp. RSP46,,,,Yu-Hua Xin,Oct-2016,Flavobacterium sp. CGMCC 1.24469,2018-12-24T00:00:00Z,liuqing391@163.com,,16.0,,CGMCC:1.24469,,,,,,,,,,,,,,,,,,,,,Qing,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/984/825/GCA_003984825.1_ASM398482v1,,GCF_003984825.1,RYDM01000000,,Flavobacterium sp. RSP46,,Full,WGS,,China,,China,,,,,,,,,,,,,,,,,,,,,strain=RSP46,,,,,China,,glacier,Liu,29.2615929,,96.9359436,,,,,,,,"Institute of Microbiology, Chinese Academy of Sciences",2497486.0,,Flavobacterium sp. RSP46,Flavobacterium sp. RSP46,,,,identical,,,,,,2018-12-18T00:00:00.000,,,,2848.0,,,Major,,,SAMN10606626,Flavobacterium sp. CGMCC 1.24469,culture,2018/12/24,"Institute of Microbiology, Chinese Academy of Sciences",250.0x,,Illumina HiSeq,Illumina,,,2497486.0,,,RSP46,,,"Microbe, viral or environmental",Microbe.1.0,"Institute of Microbiology, Chinese Academy of Sciences",,,2497486.0,,,,,,,,,latest,RYDM00000000.1,,Non_marine,False,Non_marine
GCA_003984855.1,ASM398485v1,,,,,,Contig,SPAdes v. 3.11,,PRJNA510515,SAMN10606664,,Microbe sample from Flavobacterium sp. GSP6,,,,,Oct-2016,Flavobacterium sp. CGMCC 1.24637,2018-12-24T00:00:00Z,liuqing391@163.com,,35.0,,CGMCC:1.24637,,,,,,,,,,,,,,,,,,,,,Qing,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/984/855/GCA_003984855.1_ASM398485v1,,GCF_003984855.1,RYDO01000000,,Flavobacterium sp. GSP6,,Full,WGS,,China,,China,,,,,,,,,,,,,,,,,,,,,strain=GSP6,,,,,China,,glacier,Liu,29.7659264,,95.71035,,,,,,,,"Institute of Microbiology, Chinese Academy of Sciences",2497488.0,,Flavobacterium sp. GSP6,Flavobacterium sp. GSP6,,,,identical,,,,,,2018-12-18T00:00:00.000,,,,2933.0,,,Major,,,SAMN10606664,Flavobacterium sp. CGMCC 1.24637,culture,2018/12/24,"Institute of Microbiology, Chinese Academy of Sciences",250.0x,,Illumina HiSeq,Illumina,,,2497488.0,,,GSP6,,,"Microbe, viral or environmental",Microbe.1.0,"Institute of Microbiology, Chinese Academy of Sciences",,,2497488.0,,,,,,,,,latest,RYDO00000000.1,,Non_marine,False,Non_marine
GCA_003992595.1,ASM399259v1,,,,,,Scaffold,ABySS v. 1.5.2,,PRJNA437398,SAMN10644078,,Microbe sample from type strain of Muricauda sp. 40DY170,,,,,21-Aug-2016,Keywords: GSC:MIxS;MIGS:5.0,2019-01-04T00:00:00Z,hongchain@hotmail.com,,53.0,,,150 m,,,,,,,,marine biome,,sea,,seawater,,,,,,,,Hong,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/992/595/GCA_003992595.1_ASM399259v1,,GCF_003992595.1,RZNA01000000,,Muricauda sp. 40DY170,,Full,WGS,,Pacific Ocean: Western Pacific,Western Pacific,Pacific Ocean,,,,,,,,,,,,,,,,,,,,,strain=40DY170,,marine broth at 30 centigrade,,,Pacific Ocean,,seawater,Cheng,19.6,,158.9,,,,,,,,"Second Institute of Oceanography, State Oceanic Administration",2499163.0,,Muricauda sp. 40DY170,Muricauda sp. 40DY170,,,,identical,,,,,,2018-12-26T00:00:00.000,,,,,,,Major,,,SAMN10644078,Muricauda sp. 40DY170,,2019/01/04,"Second Institute of Oceanography, State Oceanic Administration",150x,,Illumina HiSeq,Illumina,,,2499163.0,,,40DY170,,,MIGS.ba,MIGS.ba.water.5.0,"Second Institute of Oceanography, State Oceanic Administration",,,2499163.0,,,,,,,,,latest,RZNA00000000.1,,Marine,False,Marine
GCA_003992615.1,ASM399261v1,,,,,,Scaffold,ABySS v. 1.5.2,,PRJNA437398,SAMN10644007,,Microbe sample from type strain of Muricauda beolgyonensis,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2019-01-04T00:00:00Z,hongchain@hotmail.com,,18.0,,KCTC:23501,0 m,,,,,,,0 m,,marine biome,,sea coast,,tidal mudflat,,,,,,,Hong,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/992/615/GCA_003992615.1_ASM399261v1,,GCF_003992615.1,RZMY01000000,,Muricauda beolgyonensis strain KCTC 23501,,Full,WGS,,"South Korea: Beolgyo, southern coast","Beolgyo, southern coast",South Korea,,,,,,,,,,,,,,,,,,,,,strain=KCTC 23501,,marine broth at 37 centigrade,,,South Korea,,tidal mudflat,Cheng,,,,,,,,,,,"Second Institute of Oceanography, State Oceanic Administration",864064.0,,Muricauda beolgyonensis,Muricauda beolgyonensis,,,,identical,,,,,,2018-12-26T00:00:00.000,PMID: 21724956,,representative genome,,,assembly from type material,Major,,,SAMN10644007,Microbe sample from Muricauda beolgyonensis KCTC 23501,,2019/01/04,"Second Institute of Oceanography, State Oceanic Administration",257.0x,,Illumina HiSeq,Illumina,,,864064.0,,,KCTC 23501,,,MIGS.ba,MIGS.ba.soil.5.0,"Second Institute of Oceanography, State Oceanic Administration",,,864064.0,,,,,,type strain of Muricauda beolgyonensis,,,latest,RZMY00000000.1,,,False,Marine
GCA_003992675.1,ASM399267v1,,,,,,Scaffold,ABySS v. 1.5.2,,PRJNA437398,SAMN10644077,,Microbe sample from type strain of Muricauda aquimarina JCM11811,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2019-01-04T00:00:00Z,hongchain@hotmail.com,,18.0,,,0 m,,,,,,,,marine biome,,saline lake,,water,,,,,,,,Hong,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/992/675/GCA_003992675.1_ASM399267v1,,GCF_003992675.1,RZMZ01000000,,Muricauda aquimarina strain JCM11811,,Full,WGS,,"South Korea: lake near Hwajinpo Beach, East Sea","lake near Hwajinpo Beach, East Sea",South Korea,,,,,,,,,,,,,,,,,,,,,strain=JCM11811,,marine broth at 30 centigrade,,,South Korea,,water from salt lake,Cheng,,,,,,,,,,,"Second Institute of Oceanography, State Oceanic Administration",254955.0,,Muricauda aquimarina,Muricauda aquimarina,,,,identical,,,,,,2018-12-26T00:00:00.000,PMID:15879227,,representative genome,,,assembly from type material,Major,,,SAMN10644077,Muricauda aquimarina,,2019/01/04,"Second Institute of Oceanography, State Oceanic Administration",218x,,Illumina HiSeq,Illumina,,,254955.0,,,JCM11811,,,MIGS.ba,MIGS.ba.water.5.0,"Second Institute of Oceanography, State Oceanic Administration",,,254955.0,,,,,,type strain of Muricauda aquimarina,,,latest,RZMZ00000000.1,,,False,Marine
GCA_003996965.1,ASM399696v1,,,,,,Scaffold,SPAdes v. 3.12.0,,PRJNA487144,SAMN09874187,,Flavobacterium sp. P2683,,,,,01-Jan-2008,Whole genome sequence of novel Flavobacterium sp. from Antarctica.,2019-01-07T00:00:00Z,iva.maslanova@gmail.com,,276.0,,CCM:8825,,,,,,,,,,,,,,,,,,,,,Ivana,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/996/965/GCA_003996965.1_ASM399696v1,,GCF_003996965.1,QWDM01000000,,Flavobacterium cupreum strain CCM 8825,,Full,WGS,,Antarctica: James Ross Island,James Ross Island,Antarctica,,,,,,,,,,,,,,,,,,,,Stanislava Kralova,strain=CCM 8825,,,P2683,isolated from Antarctica,Antarctica,,regolith,Maslanova,-63.8069444,,-57.9250000,,,,,,,,Masaryk University,2133766.0,,Flavobacterium cupreum,Flavobacterium cupreum,,,,identical,,,,,,2019-01-08T00:00:00.000,,,representative genome,5165.0,,assembly from type material,Major,,,SAMN09874187,Flavobacterium sp. P2683,cell culture,2019/01/07,Masaryk University,16.0x,,Illumina MiSeq,Illumina,,,2133766.0,,,CCM 8825,,,"Microbe, viral or environmental",Microbe.1.0,Masaryk University,,,2133766.0,,,,,,"type strain of ""Flavobacterium cupreum"" Kralova et al. 2019",,,latest,QWDM00000000.1,,Non_marine,False,Non_marine
GCA_004010055.1,ASM401005v1,,,,,,Contig,ABySS v. NOV-2018,,PRJNA507351,SAMN10492131,,Microbe sample from Psychroflexus aestuariivivens,,,,,2018,phylogenetic analysis,2019-01-09T00:00:00Z,3160104948@zju.edu.cn,,64.0,,,,,,,,,,,,,,,,,,,,,,,Yanghuan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/010/055/GCA_004010055.1_ASM401005v1,,GCF_004010055.1,RQVT01000000,,Psychroflexus aestuariivivens strain 52073,,Full,WGS,,South Korea: Yellow Sea,Yellow Sea,South Korea,,,,,,,,,,,,,,,,,,,,,strain=52073,,,,,South Korea,,sea water,Yu,,,,,,,,,,,ZheJiang University,1795040.0,,Psychroflexus aestuariivivens,Psychroflexus aestuariivivens,,,,identical,,,,,26944341,2018-11-28T00:00:00.000,,,representative genome,,,,Major,,,SAMN10492131,sea water,water,2019/01/09,ZheJiang University,452.0x,,Illumina HiSeq,Illumina,,,1795040.0,,,52073,,,"Microbe, viral or environmental",Microbe.1.0,ZheJiang University,,,1795040.0,,,,,,,,,latest,RQVT00000000.1,,,False,Marine
GCA_004010215.1,ASM401021v1,,,,,,Contig,HGAP v. August-2018,,PRJNA506976,SAMN10477419,,Pathogen: environmental/food/other sample from Flavobacterium columnare,,,,USDA_ARS,01-Sep-1996,"Draft genome of Flavobacterium columnare strain ARS1, a genomovar III and Genetic Group 3 strain.",2019-01-09T00:00:00Z,wzc0017@auburn.edu,,4.0,,,,,,,,,,,,,,,,,,,,,,,Wenlong,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/010/215/GCA_004010215.1_ASM401021v1,,GCF_004010215.1,RQSM01000000,,Flavobacterium columnare strain ARS1,,Full,WGS,GIII,USA: Alabama,Alabama,USA,,,Channel catfish,,,,,,Channel catfish,,,,,,,,,,,,strain=ARS1,,,,,United States,,,Cai,32.5914,,-85.5084,,,,,,,,Auburn University,996.0,,Flavobacterium columnare,Flavobacterium columnare,,,,identical,,,,,,2019-01-11T18:37:35.370,,,,2739.0,,,Major,,,SAMN10477419,Flavobacterium columnare ARS1,,2019/01/09,Auburn University,182.0x,,PacBio RSII,PacBio,,,996.0,,,ARS1,,,Pathogen.env,Pathogen.env.1.0,Auburn University,,,996.0,,,,,,,,,latest,RQSM00000000.1,,Non_marine,False,Non_marine
