assembly_accession,strain,finishing strategy (depth of coverage),biotic_relationship,geo_loc_name,host,collected_by,host_disease,isolation_source,sample_name,isolation-source,sample_type,FDA CVM ID,culture_collection,assembly_method,collection_date,env_feature,synonym,Strain,SUBJECT_ID,Alias,type-material,misc_param,collection date,Isolation Site,Isolation source,country,note,GOLD Stamp ID,investigation_type,culture-collection,lat_lon,alt_elev,locus_tag_prefix,nat-host,assembly_method_version,env_material,model,sample_description,Sample Description,ArrayExpress-STRAIN_OR_LINE,ENA checklist,project_type,estimated_size,Temperature Optimum,isol_growth_condt,Motility,feature,project_name,assembly,num_replicons,isolate,depth,env_biome,altitude,ref_biomaterial,package,geographic location,ArrayExpress-StrainOrLine,ArrayExpress-Phenotype,ArrayExpress-SPECIES,INSDC center alias,geo-loc-name,environment,host_sex,elev,PublicAccession,completeness_estimated,geographic location (country and/or sea),latitude and longitude,specific_host,ArrayExpress-Species,ENA-FIRST-PUBLIC,INSDC center name,specific host,Body Sample Site,pH,biome,biomaterial_provider,isolate_name_alias,contamination_estimated,host scientific name,anonymized_name,ENA-LAST-UPDATE,INSDC first public,Cell Shape,BioSampleModel,environmental_sample,material,identified_by,host health state,INSDC last update,Diseases,strain_name_alias,genome_coverage,INSDC status,host taxid,isolation source,Gram Staining,Temperature Range,Sporulation,sequencing_meth,Historical Monobactam Produced,identification method,supplier_name,SRA accession,host_disease_outcome,Unique Monobactam Clusters Identified,ProjectAccession,Sample Name,Type Strain,Phenotypes,Gene Calling Method,temp,Title,investigation type,Host,rel_to_oxygen,host_age,Species,mapping_method,serovar,sop,Isolation Comments,finishing_strategy,Genus,mapping_method_version,environment (biome),attribute_package,metagenome_source,environment (feature),trophic_level,metagenomic,environment (material),Funding Program,quality_assessment_method,quality_assessment_method_version,geographic location (latitude),source_mat_id,host_tissue_sampled,geographic location (longitude),Host Name,subsrc_note,Host Health,value,plant-associated environmental package,project name,sequencing method,Body Sample SubSite
GCA_900099915.1,CGMCC 1.2747,,,"China, Qingdao",,,,,,,,,,,2009,,,,,,,,,,,,,,,,36.09 N 120.33 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900099995.1,DSM 15363,,,"China, Qingdao",,,,,,,,,,,2009,,,,,,type strain of Winogradskyella thalassocola,,,,,,,,,,36.09 N 120.33 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900100075.1,DSM 19299,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium jejuense,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900100115.1,DSM 17072,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium soldanellicola,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900100165.1,Gm-149,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium glycines,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900100375.1,CGMCC 1.10076,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium noncentrifugens,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900100625.1,CGMCC 1.3801,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium saliperosum,,,,,,,,bacteria_archaea,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,Flavobacterium saliperosum CGMCC 1.3801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900101765.1,Hel1_33_55,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900101815.1,DSM 23421,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,type strain of Pricia antarctica,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900101855.1,CGMCC 1.6859,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium anhuiense,,,,,,,,bacteria_archaea,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,Flavobacterium anhuiense CGMCC 1.6859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900101895.1,CGMCC 1.7031,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium caeni,,,,,,,,bacteria_archaea,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,Flavobacterium caeni CGMCC 1.7031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900101925.1,DSM 3660,,,USA,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium psychrophilum,,,,,,,,bacteria_archaea,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,Flavobacterium psychrophilum DSM 3660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900101995.1,DSM 24015,,,USA,,,,,,,,,,,2009,,,,,,type strain of Riemerella columbipharyngis,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900102055.1,DSM 16195,,,USA,,,,,,,,,,,2009,,,,,,type strain of Ulvibacter litoralis,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900102165.1,DSM 24729,,,USA,,,,,,,,,,,2009,,,,,,type strain of Cellulophaga baltica,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900102265.1,DSM 19684,,,USA,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium hungaricum,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900102915.1,CGMCC 1.6101,,,USA,,,,,,,,,,,2009,,,,,,type strain of Salinimicrobium catena,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900102925.1,CGMCC 1.11028,,,USA,,,,,,,,,,,2009,,,,,,type strain of Muricauda zhangzhouensis,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900103215.1,DSM 19886,,,USA,,,,,,,,,,,2009,,,,,,type strain of Kriegella aquimaris,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900103755.1,CGMCC 1.10941,,,USA,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium taihuense,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900104195.1,DSM 15886,,,USA,,,,,,,,,,,2009,,,,,,type strain of Cloacibacterium normanense,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900104375.1,Mar_2010_188,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,bacteria_archaea,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,Flavobacteriaceae bacterium Mar_2010_188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900104765.1,Hel1_33_143,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900104785.1,Hel1_31_208,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900105035.1,Mar_2010_102,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900105105.1,MAR_2009_60,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,55.0255 N 8.4567 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900105135.1,MAR_2010_147,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,55.0255 N 8.4567 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900105145.1,KT25b,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,55.0255 N 8.4567 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900105425.1,RHA_55,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,55.0255 N 8.4567 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900105455.1,Mar_2009_124,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,55.0255 N 8.4567 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900105545.1,MAR_2009_71,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,55.0255 N 8.4567 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900105985.1,Mar_2010_89,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,55.0255 N 8.4563 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900106075.1,Hel1_33_78,,,USA,,,,,,,,,,,2009,,,,,,,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900106565.1,DSM 24956,,,USA,,,,,,,,,,,2009,,,,,,type strain of Lutibacter oricola,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900106575.1,DSM 11449,,,USA,,,,,,,,,,,2009,,,,,,type strain of Capnocytophaga granulosa,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900106645.1,DSM 15718,,,USA,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium degerlachei,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900106795.1,CGMCC 1.11023,,,USA,,,,,,,,,,,2009,,,,,,type strain of Aequorivita viscosa,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900106825.1,DSM 25030,,,USA,,,,,,,,,,,2009,,,,,,type strain of Muricauda zhangzhouensis,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900106865.1,DSW-5,,,South Korea,,,,,,,,,,,2009,,,,,,type strain of Polaribacter dokdonensis,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900107365.1,DSM 18293,,,South Korea,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium aquidurense,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900107495.1,DSM 23553,,,South Korea,,,,,,,,,,,2009,,,,,,type strain of Salinimicrobium catena,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900107595.1,DSM 23581,,,South Korea,,,,,,,,,,,2009,,,,,,type strain of Psychroflexus halocasei,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900107625.1,DSM 23842,,,South Korea,,,,,,,,,,,2009,,,,,,type strain of Bizionia paragorgiae,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900107635.1,DSM 22376,,,South Korea,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium gillisiae,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900108015.1,CGMCC 1.9230,,,South Korea,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium urumqiense,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900108025.1,DSM 21580,,,South Korea,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium humi,,,,,,,,,,54.1841 N 7.9000 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900108115.1,DSM 19482,,,Israel:Northern Israel,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium bovis,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900108365.1,DSM 23031,,,Israel:Northern Israel,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium culicis,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900108395.1,CGMCC 1.10825,,,Israel:Northern Israel,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium marinum,,,,,,,,bacteria_archaea,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,Flavobacterium marinum CGMCC 1.10825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900108525.1,DSM 19326,,,"USA, Hawaii",,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium arothri,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900108955.1,DSM 17934,,,South Korea:Dokdo,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium terrigena,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900109075.1,DSM 23048,,,South Korea:Dokdo,,,,,,,,,,,2009,,,,,,type strain of Myroides marinus,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900109345.1,DSM 16471,,,South Korea:Dokdo,,,,,,,,,,,2009,,,,,,type strain of Maribacter orientalis,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900109375.1,DSM 25232,,,South Korea:Dokdo,,,,,,,,,,,2009,,,,,,type strain of Aquimarina amphilecti,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900109615.1,DSM 17047,,,South Korea:Dokdo,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium antarcticum,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900109935.1,DSM 17453,,,South Korea:Dokdo,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium taichungense,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900110335.1,FV08,,,South Korea:Dokdo,,,,,,,,,,,2009,,,,,,,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900110375.1,CGMCC 1.8704,,,South Korea:Dokdo,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium sinopsychrotolerans,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900110605.1,DSM 19921,,,South Korea:Dokdo,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium halperniae,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900110615.1,DSM 27078,,,South Korea:Dokdo,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium urocaniciphilum,,,,,,,,,,32.0103114 N 35.2969760 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900111025.1,DSM 21035,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,type strain of Hyunsoonleella jejuensis,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900111065.1,DSM 19823,,,South Korea:Jeju,,,,,,,,,,,2009,,,,,,type strain of Myroides profundi,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
