,Genome,BGC_full,Class,BiG-SCAPE class,Product Prediction,Clan,Family,Pfam_vector,Pfam_vector_length,Pfam_descriptor
4677,GCA_001275605.1,GCA_001275605.1_contig02.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,9847,5610,['PF01797.16 PF12368.8 PF00581.20 PF17773.1 PF16576.5 PF00873.19 PF02321.18 PF02321.18 PF06491.11 PF12840.7 PF05834.12 PF13098.6 PF00593.24 PF07715.15 PF13715.6 PF07992.14 PF03203.14 PF01475.19 PF01566.18 PF00582.26 PF01325.19 PF02742.15 PF04023.14 PF00378.20'],24,SusD_RagB;SusD-like_3;TonB_dep_Rec;Plug;CarbopepD_reg_2;NUDIX;Peripla_BP_3;GntR;Aldose_epim;GalKase_gal_bdg;GHMP_kinases_N;GHMP_kinases_C;GalP_UDP_transf;GalP_UDP_tr_C;SSF;FAD_binding_3;Lyase_aromatic;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;adh_short_C2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;Lip_A_acyltrans;ACP_syn_III_C;BtrH_N;DUF4872;ABC_tran;ABC2_membrane_3;4HBT_2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;ketoacyl-synt;Polysacc_deac_1;LolA;OMP_b-brl_2;OMP_b-brl;FabA;Glycos_transf_2;DUF2062;MMPL;MMPL;Acyltransferase;NAD_binding_8;AAT;AMP-binding;AMP-binding_C_2;Dus;MatE;MatE;MacB_PCD;RBFA
1242,GCA_001275605.1,GCA_001275605.1_contig02.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,5610,['PF01797.16 PF12368.8 PF00581.20 PF17773.1 PF16576.5 PF00873.19 PF02321.18 PF02321.18 PF06491.11 PF12840.7 PF05834.12 PF13098.6 PF00593.24 PF07715.15 PF13715.6 PF07992.14 PF03203.14 PF01475.19 PF01566.18 PF00582.26 PF01325.19 PF02742.15 PF04023.14 PF00378.20'],24,SusD_RagB;SusD-like_3;TonB_dep_Rec;Plug;CarbopepD_reg_2;NUDIX;Peripla_BP_3;GntR;Aldose_epim;GalKase_gal_bdg;GHMP_kinases_N;GHMP_kinases_C;GalP_UDP_transf;GalP_UDP_tr_C;SSF;FAD_binding_3;Lyase_aromatic;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;adh_short_C2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;Lip_A_acyltrans;ACP_syn_III_C;BtrH_N;DUF4872;ABC_tran;ABC2_membrane_3;4HBT_2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;ketoacyl-synt;Polysacc_deac_1;LolA;OMP_b-brl_2;OMP_b-brl;FabA;Glycos_transf_2;DUF2062;MMPL;MMPL;Acyltransferase;NAD_binding_8;AAT;AMP-binding;AMP-binding_C_2;Dus;MatE;MatE;MacB_PCD;RBFA
5172,GCA_001280865.1,GCA_001280865.1_contig1.region001,PKSother,Others,T3PKS.arylpolyene,1848,5759,['PF01210.23 PF07479.14 PF05977.13 PF04784.14 PF00535.26 PF16901.5 PF01266.24 PF01243.20 PF02782.16 PF00370.21 PF03553.14 PF01409.20 PF02912.18 PF02812.18 PF00208.21 PF01810.18 PF01810.18 PF00561.20 PF00817.20 PF11798.8 PF11799.8 PF00583.25 PF01266.24 PF03486.14 PF08491.10 PF13649.6 PF00195.19 PF02797.15 PF13561.6 PF07977.13 PF00109.26 PF02801.22 PF00550.25 PF01648.20 PF01272.19 PF02311.19 PF12833.7 PF00005.27 PF14595.6 PF01370.21 PF13474.6 PF02631.16 PF00873.19 PF16576.5 PF02321.18 PF02321.18 PF00440.23 PF00348.17 PF17293.2 PF13102.6 PF00589.22 PF13479.6 PF12987.7'],53,NAD_Gly3P_dh_N;NAD_Gly3P_dh_C;MFS_3;DUF547;Glycos_transf_2;DAO_C;DAO;Putative_PNPOx;FGGY_C;FGGY_N;Na_H_antiporter;tRNA-synt_2d;Phe_tRNA-synt_N;ELFV_dehydrog_N;ELFV_dehydrog;LysE;LysE;Abhydrolase_1;IMS;IMS_HHH;IMS_C;Acetyltransf_1;DAO;HI0933_like;SE;Methyltransf_25;Chal_sti_synt_N;Chal_sti_synt_C;adh_short_C2;FabA;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ACPS;GreA_GreB;AraC_binding;HTH_18;ABC_tran;Thioredoxin_9;Epimerase;SnoaL_3;RecX;ACR_tran;HlyD_D23;OEP;OEP;TetR_N;polyprenyl_synt;Arm-DNA-bind_5;Phage_int_SAM_5;Phage_integrase;AAA_24;DUF3871
8479,GCA_001280865.1,GCA_001280865.1_contig1.region001,Others,Others,T3PKS.arylpolyene,4095,9786,['PF01210.23 PF07479.14 PF05977.13 PF04784.14 PF00535.26 PF16901.5 PF01266.24 PF01243.20 PF02782.16 PF00370.21 PF03553.14 PF01409.20 PF02912.18 PF02812.18 PF00208.21 PF01810.18 PF01810.18 PF00561.20 PF00817.20 PF11798.8 PF11799.8 PF00583.25 PF01266.24 PF03486.14 PF08491.10 PF13649.6 PF00195.19 PF02797.15 PF13561.6 PF07977.13 PF00109.26 PF02801.22 PF00550.25 PF01648.20 PF01272.19 PF02311.19 PF12833.7 PF00005.27 PF14595.6 PF01370.21 PF13474.6 PF02631.16 PF00873.19 PF16576.5 PF02321.18 PF02321.18 PF00440.23 PF00348.17 PF17293.2 PF13102.6 PF00589.22 PF13479.6 PF12987.7'],53,NAD_Gly3P_dh_N;NAD_Gly3P_dh_C;MFS_3;DUF547;Glycos_transf_2;DAO_C;DAO;Putative_PNPOx;FGGY_C;FGGY_N;Na_H_antiporter;tRNA-synt_2d;Phe_tRNA-synt_N;ELFV_dehydrog_N;ELFV_dehydrog;LysE;LysE;Abhydrolase_1;IMS;IMS_HHH;IMS_C;Acetyltransf_1;DAO;HI0933_like;SE;Methyltransf_25;Chal_sti_synt_N;Chal_sti_synt_C;adh_short_C2;FabA;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ACPS;GreA_GreB;AraC_binding;HTH_18;ABC_tran;Thioredoxin_9;Epimerase;SnoaL_3;RecX;ACR_tran;HlyD_D23;OEP;OEP;TetR_N;polyprenyl_synt;Arm-DNA-bind_5;Phage_int_SAM_5;Phage_integrase;AAA_24;DUF3871
101,GCA_001401755.1,GCA_001401755.1_contig05.region001,NRPS,Others,siderophore.NRPS,4935,3043,['PF02779.24 PF02780.20 PF01479.25 PF05724.11 PF00156.27 PF01202.22 PF00939.19 PF13411.6 PF02607.17 PF01593.24 PF00494.19 PF04116.13 PF08534.10 PF13545.6 PF00027.29 PF04095.16 PF00694.19 PF00330.20 PF17863.1 PF07726.11'],20,Transket_pyr;Transketolase_C;S4;TPMT;Pribosyltran;SKI;Na_sulph_symp;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Redoxin;HTH_Crp_2;cNMP_binding;NAPRTase;Aconitase_C;Aconitase;AAA_lid_2;AAA_3
8648,GCA_001401755.1,GCA_001401755.1_contig05.region001,Others,Others,siderophore.NRPS,4095,10618,['PF02779.24 PF02780.20 PF01479.25 PF05724.11 PF00156.27 PF01202.22 PF00939.19 PF13411.6 PF02607.17 PF01593.24 PF00494.19 PF04116.13 PF08534.10 PF13545.6 PF00027.29 PF04095.16 PF00694.19 PF00330.20 PF17863.1 PF07726.11'],20,Transket_pyr;Transketolase_C;S4;TPMT;Pribosyltran;SKI;Na_sulph_symp;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Redoxin;HTH_Crp_2;cNMP_binding;NAPRTase;Aconitase_C;Aconitase;AAA_lid_2;AAA_3
102,GCA_001401755.1,GCA_001401755.1_contig05.region002,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,3044,['PF02779.24 PF02780.20 PF01479.25 PF05724.11 PF00156.27 PF01202.22 PF00939.19 PF13411.6 PF02607.17 PF01593.24 PF00494.19 PF04116.13 PF08534.10 PF13545.6 PF00027.29 PF04095.16 PF00694.19 PF00330.20 PF17863.1 PF07726.11'],20,Transket_pyr;Transketolase_C;S4;TPMT;Pribosyltran;SKI;Na_sulph_symp;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Redoxin;HTH_Crp_2;cNMP_binding;NAPRTase;Aconitase_C;Aconitase;AAA_lid_2;AAA_3
1183,GCA_001401755.1,GCA_001401755.1_contig05.region002,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,3044,['PF02779.24 PF02780.20 PF01479.25 PF05724.11 PF00156.27 PF01202.22 PF00939.19 PF13411.6 PF02607.17 PF01593.24 PF00494.19 PF04116.13 PF08534.10 PF13545.6 PF00027.29 PF04095.16 PF00694.19 PF00330.20 PF17863.1 PF07726.11'],20,Transket_pyr;Transketolase_C;S4;TPMT;Pribosyltran;SKI;Na_sulph_symp;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Redoxin;HTH_Crp_2;cNMP_binding;NAPRTase;Aconitase_C;Aconitase;AAA_lid_2;AAA_3
4805,GCA_001401755.1,GCA_001401755.1_contig05.region002,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,3044,['PF02779.24 PF02780.20 PF01479.25 PF05724.11 PF00156.27 PF01202.22 PF00939.19 PF13411.6 PF02607.17 PF01593.24 PF00494.19 PF04116.13 PF08534.10 PF13545.6 PF00027.29 PF04095.16 PF00694.19 PF00330.20 PF17863.1 PF07726.11'],20,Transket_pyr;Transketolase_C;S4;TPMT;Pribosyltran;SKI;Na_sulph_symp;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Redoxin;HTH_Crp_2;cNMP_binding;NAPRTase;Aconitase_C;Aconitase;AAA_lid_2;AAA_3
1184,GCA_001404985.1,GCA_001404985.1_contig15.region001,PKS-NRP,PKS-NRP_Hybrids,T3PKS.T1PKS.NRPS,10927,3094,['PF00300.22 PF13089.6 PF02503.17 PF17941.1 PF13090.6 PF02541.16 PF06736.11 PF00027.29 PF02525.17 PF13177.6 PF04972.17 PF04972.17 PF01476.20 PF00375.18 PF02558.16 PF08546.11 PF03602.15 PF12864.7 PF13604.6 PF13538.6 PF02900.18 PF07993.12 PF00550.25 PF13193.6 PF00501.28 PF02348.19 PF02780.20 PF02779.24 PF00676.20 PF03641.14 PF07883.11 PF01381.22 PF00005.27 PF17755.1 PF17760.1 PF02661.18 PF00571.28 PF00571.28 PF00654.20 PF01019.21 PF04336.12'],41,Aldolase_II;FGGY_C;FGGY_N;Alpha-L-AF_C;NUDIX;GntR;Aldose_epim;GalKase_gal_bdg;GHMP_kinases_N;GHMP_kinases_C;GalP_UDP_transf;GalP_UDP_tr_C;SSF;HTH_19;Trp_halogenase;Lyase_aromatic;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;adh_short_C2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;Lip_A_acyltrans;Amino_oxidase;ACP_syn_III_C;BtrH_N;DUF4872;ABC_tran;ABC2_membrane_3;4HBT_2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;Ketoacyl-synt_2;Polysacc_deac_1;LolA;OMP_b-brl_2;FabA;Glycos_transf_2;DUF2062;MMPL;Acyltransferase;NAD_binding_8;AAT;AMP-binding_C_2;Dus;YoeB_toxin;PhdYeFM_antitox;MatE;MatE;MacB_PCD;RBFA
111,GCA_001404985.1,GCA_001404985.1_contig15.region001,NRPS,PKS-NRP_Hybrids,T3PKS.T1PKS.NRPS,4935,3094,['PF00300.22 PF13089.6 PF02503.17 PF17941.1 PF13090.6 PF02541.16 PF06736.11 PF00027.29 PF02525.17 PF13177.6 PF04972.17 PF04972.17 PF01476.20 PF00375.18 PF02558.16 PF08546.11 PF03602.15 PF12864.7 PF13604.6 PF13538.6 PF02900.18 PF07993.12 PF00550.25 PF13193.6 PF00501.28 PF02348.19 PF02780.20 PF02779.24 PF00676.20 PF03641.14 PF07883.11 PF01381.22 PF00005.27 PF17755.1 PF17760.1 PF02661.18 PF00571.28 PF00571.28 PF00654.20 PF01019.21 PF04336.12'],41,Aldolase_II;FGGY_C;FGGY_N;Alpha-L-AF_C;NUDIX;GntR;Aldose_epim;GalKase_gal_bdg;GHMP_kinases_N;GHMP_kinases_C;GalP_UDP_transf;GalP_UDP_tr_C;SSF;HTH_19;Trp_halogenase;Lyase_aromatic;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;adh_short_C2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;Lip_A_acyltrans;Amino_oxidase;ACP_syn_III_C;BtrH_N;DUF4872;ABC_tran;ABC2_membrane_3;4HBT_2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;Ketoacyl-synt_2;Polysacc_deac_1;LolA;OMP_b-brl_2;FabA;Glycos_transf_2;DUF2062;MMPL;Acyltransferase;NAD_binding_8;AAT;AMP-binding_C_2;Dus;YoeB_toxin;PhdYeFM_antitox;MatE;MatE;MacB_PCD;RBFA
4806,GCA_001404985.1,GCA_001404985.1_contig15.region001,PKSother,PKS-NRP_Hybrids,T3PKS.T1PKS.NRPS,1848,3066,['PF00300.22 PF13089.6 PF02503.17 PF17941.1 PF13090.6 PF02541.16 PF06736.11 PF00027.29 PF02525.17 PF13177.6 PF04972.17 PF04972.17 PF01476.20 PF00375.18 PF02558.16 PF08546.11 PF03602.15 PF12864.7 PF13604.6 PF13538.6 PF02900.18 PF07993.12 PF00550.25 PF13193.6 PF00501.28 PF02348.19 PF02780.20 PF02779.24 PF00676.20 PF03641.14 PF07883.11 PF01381.22 PF00005.27 PF17755.1 PF17760.1 PF02661.18 PF00571.28 PF00571.28 PF00654.20 PF01019.21 PF04336.12'],41,Aldolase_II;FGGY_C;FGGY_N;Alpha-L-AF_C;NUDIX;GntR;Aldose_epim;GalKase_gal_bdg;GHMP_kinases_N;GHMP_kinases_C;GalP_UDP_transf;GalP_UDP_tr_C;SSF;HTH_19;Trp_halogenase;Lyase_aromatic;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;adh_short_C2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;Lip_A_acyltrans;Amino_oxidase;ACP_syn_III_C;BtrH_N;DUF4872;ABC_tran;ABC2_membrane_3;4HBT_2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;Ketoacyl-synt_2;Polysacc_deac_1;LolA;OMP_b-brl_2;FabA;Glycos_transf_2;DUF2062;MMPL;Acyltransferase;NAD_binding_8;AAT;AMP-binding_C_2;Dus;YoeB_toxin;PhdYeFM_antitox;MatE;MatE;MacB_PCD;RBFA
5550,GCA_001422725.1,GCA_001422725.1_contig08.region001,PKSother,PKS-NRP_Hybrids,T3PKS.NRPS,1848,7464,['PF00378.20 PF04023.14 PF02742.15 PF01325.19 PF00582.26 PF01566.18 PF01475.19 PF03203.14 PF07992.14 PF13715.6 PF07715.15 PF00593.24 PF13098.6 PF05834.12 PF12840.7 PF06491.11 PF17773.1 PF00581.20 PF12368.8 PF01136.19 PF13370.6 PF09851.9 PF13637.6 PF12796.7 PF12796.7 PF12796.7 PF13857.6 PF11751.8'],28,MacB_PCD;MatE;MatE;PhdYeFM_antitox;YoeB_toxin;Dus;AMP-binding_C_2;AAT;Fic;NAD_binding_8;Acyltransferase;MMPL;DUF2062;Glycos_transf_2;FabA;OMP_b-brl_2;LolA;Polysacc_deac_1;Ketoacyl-synt_2;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;4HBT_2;ABC2_membrane_3;ABC_tran;DUF4872;BtrH_N;ACP_syn_III_C;Amino_oxidase;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;Lyase_aromatic;FAD_binding_3;Acetyltransf_10;SSF;GalP_UDP_tr_C;GalP_UDP_transf;GHMP_kinases_C;GHMP_kinases_N;GalKase_gal_bdg;Aldose_epim;GntR;NUDIX;Alpha-L-AF_C;FGGY_N;FGGY_C;Aldolase_II
112,GCA_001422725.1,GCA_001422725.1_contig08.region001,NRPS,PKS-NRP_Hybrids,T3PKS.NRPS,4935,3094,['PF00378.20 PF04023.14 PF02742.15 PF01325.19 PF00582.26 PF01566.18 PF01475.19 PF03203.14 PF07992.14 PF13715.6 PF07715.15 PF00593.24 PF13098.6 PF05834.12 PF12840.7 PF06491.11 PF17773.1 PF00581.20 PF12368.8 PF01136.19 PF13370.6 PF09851.9 PF13637.6 PF12796.7 PF12796.7 PF12796.7 PF13857.6 PF11751.8'],28,MacB_PCD;MatE;MatE;PhdYeFM_antitox;YoeB_toxin;Dus;AMP-binding_C_2;AAT;Fic;NAD_binding_8;Acyltransferase;MMPL;DUF2062;Glycos_transf_2;FabA;OMP_b-brl_2;LolA;Polysacc_deac_1;Ketoacyl-synt_2;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;4HBT_2;ABC2_membrane_3;ABC_tran;DUF4872;BtrH_N;ACP_syn_III_C;Amino_oxidase;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;Lyase_aromatic;FAD_binding_3;Acetyltransf_10;SSF;GalP_UDP_tr_C;GalP_UDP_transf;GHMP_kinases_C;GHMP_kinases_N;GalKase_gal_bdg;Aldose_epim;GntR;NUDIX;Alpha-L-AF_C;FGGY_N;FGGY_C;Aldolase_II
1185,GCA_001422725.1,GCA_001422725.1_contig08.region001,PKS-NRP,PKS-NRP_Hybrids,T3PKS.NRPS,10927,3094,['PF00378.20 PF04023.14 PF02742.15 PF01325.19 PF00582.26 PF01566.18 PF01475.19 PF03203.14 PF07992.14 PF13715.6 PF07715.15 PF00593.24 PF13098.6 PF05834.12 PF12840.7 PF06491.11 PF17773.1 PF00581.20 PF12368.8 PF01136.19 PF13370.6 PF09851.9 PF13637.6 PF12796.7 PF12796.7 PF12796.7 PF13857.6 PF11751.8'],28,MacB_PCD;MatE;MatE;PhdYeFM_antitox;YoeB_toxin;Dus;AMP-binding_C_2;AAT;Fic;NAD_binding_8;Acyltransferase;MMPL;DUF2062;Glycos_transf_2;FabA;OMP_b-brl_2;LolA;Polysacc_deac_1;Ketoacyl-synt_2;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;4HBT_2;ABC2_membrane_3;ABC_tran;DUF4872;BtrH_N;ACP_syn_III_C;Amino_oxidase;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;Lyase_aromatic;FAD_binding_3;Acetyltransf_10;SSF;GalP_UDP_tr_C;GalP_UDP_transf;GHMP_kinases_C;GHMP_kinases_N;GalKase_gal_bdg;Aldose_epim;GntR;NUDIX;Alpha-L-AF_C;FGGY_N;FGGY_C;Aldolase_II
159,GCA_001422725.1,GCA_001422725.1_contig13.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,4001,['PF00378.20 PF04023.14 PF02742.15 PF01325.19 PF00582.26 PF01566.18 PF01475.19 PF03203.14 PF07992.14 PF13715.6 PF07715.15 PF00593.24 PF13098.6 PF05834.12 PF12840.7 PF06491.11 PF17773.1 PF00581.20 PF12368.8 PF01136.19 PF13370.6 PF09851.9 PF13637.6 PF12796.7 PF12796.7 PF12796.7 PF13857.6 PF11751.8'],28,MacB_PCD;MatE;MatE;PhdYeFM_antitox;YoeB_toxin;Dus;AMP-binding_C_2;AAT;Fic;NAD_binding_8;Acyltransferase;MMPL;DUF2062;Glycos_transf_2;FabA;OMP_b-brl_2;LolA;Polysacc_deac_1;Ketoacyl-synt_2;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;4HBT_2;ABC2_membrane_3;ABC_tran;DUF4872;BtrH_N;ACP_syn_III_C;Amino_oxidase;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;Lyase_aromatic;FAD_binding_3;Acetyltransf_10;SSF;GalP_UDP_tr_C;GalP_UDP_transf;GHMP_kinases_C;GHMP_kinases_N;GalKase_gal_bdg;Aldose_epim;GntR;NUDIX;Alpha-L-AF_C;FGGY_N;FGGY_C;Aldolase_II
4940,GCA_001422725.1,GCA_001422725.1_contig13.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,4001,['PF00378.20 PF04023.14 PF02742.15 PF01325.19 PF00582.26 PF01566.18 PF01475.19 PF03203.14 PF07992.14 PF13715.6 PF07715.15 PF00593.24 PF13098.6 PF05834.12 PF12840.7 PF06491.11 PF17773.1 PF00581.20 PF12368.8 PF01136.19 PF13370.6 PF09851.9 PF13637.6 PF12796.7 PF12796.7 PF12796.7 PF13857.6 PF11751.8'],28,MacB_PCD;MatE;MatE;PhdYeFM_antitox;YoeB_toxin;Dus;AMP-binding_C_2;AAT;Fic;NAD_binding_8;Acyltransferase;MMPL;DUF2062;Glycos_transf_2;FabA;OMP_b-brl_2;LolA;Polysacc_deac_1;Ketoacyl-synt_2;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;4HBT_2;ABC2_membrane_3;ABC_tran;DUF4872;BtrH_N;ACP_syn_III_C;Amino_oxidase;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;Lyase_aromatic;FAD_binding_3;Acetyltransf_10;SSF;GalP_UDP_tr_C;GalP_UDP_transf;GHMP_kinases_C;GHMP_kinases_N;GalKase_gal_bdg;Aldose_epim;GntR;NUDIX;Alpha-L-AF_C;FGGY_N;FGGY_C;Aldolase_II
1353,GCA_001422725.1,GCA_001422725.1_contig13.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,10185,['PF00378.20 PF04023.14 PF02742.15 PF01325.19 PF00582.26 PF01566.18 PF01475.19 PF03203.14 PF07992.14 PF13715.6 PF07715.15 PF00593.24 PF13098.6 PF05834.12 PF12840.7 PF06491.11 PF17773.1 PF00581.20 PF12368.8 PF01136.19 PF13370.6 PF09851.9 PF13637.6 PF12796.7 PF12796.7 PF12796.7 PF13857.6 PF11751.8'],28,MacB_PCD;MatE;MatE;PhdYeFM_antitox;YoeB_toxin;Dus;AMP-binding_C_2;AAT;Fic;NAD_binding_8;Acyltransferase;MMPL;DUF2062;Glycos_transf_2;FabA;OMP_b-brl_2;LolA;Polysacc_deac_1;Ketoacyl-synt_2;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;4HBT_2;ABC2_membrane_3;ABC_tran;DUF4872;BtrH_N;ACP_syn_III_C;Amino_oxidase;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;Lyase_aromatic;FAD_binding_3;Acetyltransf_10;SSF;GalP_UDP_tr_C;GalP_UDP_transf;GHMP_kinases_C;GHMP_kinases_N;GalKase_gal_bdg;Aldose_epim;GntR;NUDIX;Alpha-L-AF_C;FGGY_N;FGGY_C;Aldolase_II
4660,GCA_001428525.1,GCA_001428525.1_contig10.region002,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,9847,4196,['PF13806.6 PF01077.22 PF03460.17 PF04324.15 PF18267.1 PF07992.14 PF03724.16 PF03724.16 PF09903.9 PF03466.20 PF00126.27 PF13649.6 PF13602.6 PF08240.12 PF03992.16 PF02525.17 PF00248.21 PF02311.19 PF12833.7 PF00877.19 PF18348.1 PF02803.18 PF00108.23 PF13602.6 PF08240.12 PF12833.7 PF00561.20 PF01648.20 PF00975.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF13193.6 PF00501.28 PF01381.22 PF01381.22 PF02357.19 PF01467.26 PF00483.23 PF01370.21 PF16363.5 PF03721.14 PF00984.19 PF03720.15 PF11051.8 PF05704.12 PF00534.20'],53,SusD-like_3;SusD_RagB;FhuF;IucA_IucC;Acetyltransf_8;FhuF;IucA_IucC;Acetyltransf_8;DUF1624;K_oxygenase;Pyridoxal_deC;GerE
894,GCA_001428525.1,GCA_001428525.1_contig10.region002,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,10927,9847,['PF13806.6 PF01077.22 PF03460.17 PF04324.15 PF18267.1 PF07992.14 PF03724.16 PF03724.16 PF09903.9 PF03466.20 PF00126.27 PF13649.6 PF13602.6 PF08240.12 PF03992.16 PF02525.17 PF00248.21 PF02311.19 PF12833.7 PF00877.19 PF18348.1 PF02803.18 PF00108.23 PF13602.6 PF08240.12 PF12833.7 PF00561.20 PF01648.20 PF00975.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF13193.6 PF00501.28 PF01381.22 PF01381.22 PF02357.19 PF01467.26 PF00483.23 PF01370.21 PF16363.5 PF03721.14 PF00984.19 PF03720.15 PF11051.8 PF05704.12 PF00534.20'],53,SusD-like_3;SusD_RagB;FhuF;IucA_IucC;Acetyltransf_8;FhuF;IucA_IucC;Acetyltransf_8;DUF1624;K_oxygenase;Pyridoxal_deC;GerE
1337,GCA_001428525.1,GCA_001428525.1_contig10.region002,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,9847,['PF13806.6 PF01077.22 PF03460.17 PF04324.15 PF18267.1 PF07992.14 PF03724.16 PF03724.16 PF09903.9 PF03466.20 PF00126.27 PF13649.6 PF13602.6 PF08240.12 PF03992.16 PF02525.17 PF00248.21 PF02311.19 PF12833.7 PF00877.19 PF18348.1 PF02803.18 PF00108.23 PF13602.6 PF08240.12 PF12833.7 PF00561.20 PF01648.20 PF00975.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF13193.6 PF00501.28 PF01381.22 PF01381.22 PF02357.19 PF01467.26 PF00483.23 PF01370.21 PF16363.5 PF03721.14 PF00984.19 PF03720.15 PF11051.8 PF05704.12 PF00534.20'],53,SusD-like_3;SusD_RagB;FhuF;IucA_IucC;Acetyltransf_8;FhuF;IucA_IucC;Acetyltransf_8;DUF1624;K_oxygenase;Pyridoxal_deC;GerE
